#oracle 0.8750
#logprob -0.754185
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -7.070510
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -7.091910
1	No	no	UH	_	_	4	DEP	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -9.723300
1	No	no	UH	_	_	4	DEP	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -11.490400
1	No	no	UH	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -11.762500
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -12.589600
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -13.408200
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -13.719900
1	No	no	UH	_	_	4	DEP	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -14.121800
1	No	no	UH	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -14.393900
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -15.221000
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -16.039600
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -16.061000
1	No	no	UH	_	_	4	DEP	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -18.118400
1	No	no	UH	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -18.390500
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -19.217600
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -20.036200
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -20.057600
1	No	no	UH	_	_	4	DEP	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -20.359300
1	No	no	UH	_	_	4	DEP	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	JJ	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	6	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.6250

#logprob -20.459500
1	No	no	UH	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -20.731600
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -21.558700
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -22.377400
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -22.689000
1	No	no	UH	_	_	4	DEP	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -22.813900
1	No	no	UH	_	_	4	DEP	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	JJ	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.6250

#logprob -24.456100
1	No	no	UH	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -24.728200
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -24.757800
1	No	no	UH	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	JJ	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	6	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -25.029900
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	JJ	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	6	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -25.555300
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -25.856900
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	JJ	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	6	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -26.247600
1	No	no	UH	_	_	4	DEP	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -26.374000
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	NAME	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -26.675600
1	No	no	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	JJ	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	6	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.7500

#logprob -26.697000
1	No	no	UH	_	_	4	DEP	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	JJ	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	6	TMP	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.6250

#logprob -27.087500
1	No	no	UH	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
5	n't	not	RB	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
6	Black	black	NNP	_	_	7	AMOD	0	_	0.000000	-1.000000	-1.000000
7	Monday	monday	NNP	_	_	4	PRD	0	_	0.000000	-1.000000	-1.000000
8	.	.	.	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
#las 0.8750

#logprob -27.212400
1	No	no	UH	_	_	4	ADV	0	_	0.000000	-1.000000	-1.000000
2	,	,	,	_	_	4	P	0	_	0.000000	-1.000000	-1.000000
3	it	it	PRP	_	_	4	SBJ	0	_	0.000000	-1.000000	-1.000000
4	was	be	VBD	_	_	0	ROOT	0	_	0.000000	-1.000000	-1.000000
